day,month,year,hour,minute,temperature ,humidity ,wind_speed ,visibility
26,10,2017,19,0,24,24,0,1.9
26,10,2017,19,30,24,24,0,1.9
26,10,2017,20,0,23,23,0,1.9
26,10,2017,20,30,13,13,0,1
26,10,2017,20,30,23,23,0,1.9
26,10,2017,21,0,21,21,7.4,1.9
26,10,2017,21,30,21,21,0,1.9
26,10,2017,22,0,22,22,0,1.9
26,10,2017,22,30,21,21,3.7,1.9
26,10,2017,23,0,21,21,9.3,1.9
26,10,2017,23,30,13,13,7.4,1
27,10,2017,2,30,24,24,9.3,2
27,10,2017,5,30,32,32,0,1
27,10,2017,5,30,46,46,0,1.9
27,10,2017,6,0,46,46,0,1.2
27,10,2017,6,30,46,46,1.9,1.2
27,10,2017,7,30,43,43,0,1.2
27,10,2017,8,0,44,44,0,1.2
27,10,2017,8,30,30,30,0,1
27,10,2017,8,30,30,30,0,1.6
27,10,2017,9,30,28,28,5.6,2.2
27,10,2017,10,0,28,28,7.4,2.2
27,10,2017,10,30,29,29,5.6,2.2
27,10,2017,11,0,25,25,7.4,2.2
27,10,2017,11,30,16,16,5.6,1
27,10,2017,11,30,25,25,9.3,2.2
27,10,2017,12,30,21,21,11.1,2.2
27,10,2017,13,30,15,15,13,2.5
27,10,2017,14,0,14,14,13,2.5
27,10,2017,14,30,13,13,5.6,2
27,10,2017,14,30,13,13,5.6,2.5
27,10,2017,15,0,12,12,9.3,2.5
27,10,2017,15,30,12,12,13,2.5
27,10,2017,16,0,13,13,9.3,2.5
27,10,2017,17,0,13,13,7.4,2.5
27,10,2017,17,30,11,11,3.7,2
27,10,2017,17,30,17,17,0,2.5
27,10,2017,18,0,22,22,0,2.5
27,10,2017,18,30,26,26,0,2.2
27,10,2017,19,30,30,30,0,1.9
27,10,2017,20,30,21,21,0,1
27,10,2017,20,30,30,30,0,1.6
27,10,2017,21,0,34,34,0,1.6
27,10,2017,21,30,36,36,0,1.6
27,10,2017,22,0,36,36,0,1.6
27,10,2017,22,30,36,36,0,1.6
27,10,2017,23,0,32,32,0,1.6
27,10,2017,23,30,21,21,0,1
28,10,2017,0,0,36,36,0,1.6
28,10,2017,0,30,36,36,0,1.6
28,10,2017,1,0,36,36,0,1.6
28,10,2017,2,30,25,25,7.4,1
28,10,2017,2,30,33,33,5.6,1.6
28,10,2017,4,0,38,38,0,1.6
28,10,2017,4,30,41,41,0,1.6
28,10,2017,5,30,31,31,0,1
28,10,2017,5,30,43,43,0,1.6
28,10,2017,6,30,46,46,0,1.6
28,10,2017,7,0,49,49,0,1.6
28,10,2017,7,30,43,43,0,1.6
28,10,2017,8,0,44,44,0,1.6
28,10,2017,8,30,24,24,0,1
28,10,2017,8,30,32,32,1.9,1.6
28,10,2017,9,0,23,23,1.9,1.6
28,10,2017,9,30,25,25,3.7,1.6
28,10,2017,10,0,25,25,1.9,1.6
28,10,2017,10,30,23,23,0,1.6
28,10,2017,11,0,21,21,5.6,1.9
28,10,2017,11,30,12,12,7.4,1
28,10,2017,11,30,20,20,5.6,1.9
28,10,2017,12,0,17,17,11.1,2.5
28,10,2017,12,30,12,12,9.3,3.1
28,10,2017,14,0,11,11,9.3,3.1
28,10,2017,14,30,6,6,9.3,1
28,10,2017,17,30,5,5,5.6,2
28,10,2017,17,30,12,12,5.6,3.1
28,10,2017,18,0,14,14,3.7,3.1
28,10,2017,19,30,23,23,0,1.9
28,10,2017,20,0,19,19,3.7,1.9
28,10,2017,20,30,12,12,0,1
28,10,2017,20,30,24,24,0,1.9
28,10,2017,21,0,26,26,0,1.9
28,10,2017,22,0,18,18,7.4,1.9
28,10,2017,22,30,17,17,7.4,1.9
28,10,2017,23,0,17,17,7.4,1.9
28,10,2017,23,30,11,11,3.7,1
29,10,2017,0,0,23,23,5.6,1.9
29,10,2017,0,30,18,18,5.6,1.9
29,10,2017,1,0,17,17,5.6,1.9
29,10,2017,1,30,22,22,0,1.9
29,10,2017,2,30,17,17,0,1
29,10,2017,4,0,29,29,5.6,1.6
29,10,2017,5,0,35,35,3.7,1.6
29,10,2017,5,30,25,25,0,1
29,10,2017,5,30,35,35,0,1.6
29,10,2017,6,0,38,38,0,1.6
29,10,2017,6,30,40,40,0,1.6
29,10,2017,7,0,43,43,0,1.6
29,10,2017,7,30,40,40,0,1.6
29,10,2017,8,30,21,21,0,1
29,10,2017,8,30,30,30,0,1.6
29,10,2017,9,30,25,25,11.1,1.6
29,10,2017,10,0,23,23,9.3,1.6
29,10,2017,11,0,17,17,7.4,1.9
29,10,2017,11,30,8,8,9.3,1
29,10,2017,11,30,15,15,11.1,1.9
29,10,2017,12,0,14,14,13,2.2
29,10,2017,12,30,12,12,5.6,2.5
29,10,2017,13,0,12,12,5.6,2.5
29,10,2017,13,30,11,11,3.7,2.5
29,10,2017,14,0,11,11,7.4,2.5
29,10,2017,14,30,5,5,11.1,2
29,10,2017,14,30,10,10,5.6,2.5
29,10,2017,15,30,10,10,9.3,3.1
29,10,2017,16,0,11,11,11.1,3.1
29,10,2017,16,30,10,10,7.4,3.1
29,10,2017,17,0,10,10,5.6,3.1
29,10,2017,17,30,6,6,5.6,2
29,10,2017,17,30,11,11,3.7,2.5
29,10,2017,18,0,15,15,1.9,2.5
29,10,2017,20,0,26,26,0,2.5
29,10,2017,20,30,15,15,0,2
29,10,2017,21,0,24,24,0,2.5
29,10,2017,21,30,27,27,0,2.5
29,10,2017,22,0,24,24,0,2.5
29,10,2017,23,0,24,24,11.1,2.5
29,10,2017,23,30,21,21,13,2
30,10,2017,0,0,32,32,11.1,2.5
30,10,2017,0,30,34,34,11.1,2.5
30,10,2017,2,30,40,40,11.1,0
30,10,2017,4,0,50,50,9.3,2.5
30,10,2017,4,30,50,50,9.3,2.5
30,10,2017,5,0,53,53,9.3,1.9
30,10,2017,5,30,46,46,7.4,1
30,10,2017,5,30,50,50,7.4,1.9
30,10,2017,6,0,53,53,5.6,1.6
30,10,2017,6,30,53,53,7.4,1.2
30,10,2017,7,0,53,53,5.6,1.2
30,10,2017,7,30,53,53,9.3,1.2
30,10,2017,8,0,50,50,9.3,1.2
30,10,2017,8,30,39,39,9.3,1
30,10,2017,9,0,44,44,11.1,1.6
30,10,2017,10,0,39,39,9.3,1.6
30,10,2017,10,30,37,37,9.3,1.6
30,10,2017,11,0,33,33,7.4,1.6
30,10,2017,11,30,20,20,5.6,1
30,10,2017,11,30,29,29,7.4,1.9
30,10,2017,12,30,25,25,1.9,1.9
30,10,2017,13,0,24,24,1.9,1.9
30,10,2017,13,30,21,21,3.7,1.9
30,10,2017,14,0,18,18,9.3,1.9
30,10,2017,14,30,9,9,5.6,2
30,10,2017,14,30,16,16,7.4,1.9
30,10,2017,15,0,17,17,1.9,1.9
30,10,2017,15,30,16,16,11.1,1.9
30,10,2017,16,0,16,16,11.1,2.5
30,10,2017,16,30,18,18,9.3,2.5
30,10,2017,17,0,19,19,7.4,2.5
30,10,2017,17,30,12,12,7.4,2
30,10,2017,18,0,23,23,1.9,2.5
30,10,2017,18,30,30,30,0,2.5
30,10,2017,19,0,30,30,3.7,1.9
30,10,2017,19,30,25,25,11.1,1.9
30,10,2017,20,0,30,30,9.3,1.9
30,10,2017,20,30,22,22,3.7,1
30,10,2017,20,30,32,32,3.7,1.9
30,10,2017,21,0,34,34,0,1.9
30,10,2017,22,30,38,38,0,1.9
30,10,2017,23,30,30,30,0,1
31,10,2017,1,0,46,46,1.9,1.6
31,10,2017,1,30,46,46,0,1.6
31,10,2017,2,0,49,49,0,1.6
31,10,2017,2,30,43,43,0,1.6
31,10,2017,3,30,43,43,0,1.6
31,10,2017,4,0,46,46,0,1.6
31,10,2017,4,30,46,46,0,1.6
31,10,2017,5,0,49,49,0,1.6
31,10,2017,5,30,41,41,0,1
31,10,2017,5,30,49,49,0,1.6
31,10,2017,6,30,52,52,0,1.2
31,10,2017,7,0,56,56,1.9,1.2
31,10,2017,7,30,52,52,1.9,1.2
31,10,2017,8,0,49,49,0,1.2
31,10,2017,8,30,29,29,5.6,1
31,10,2017,8,30,41,41,7.4,1.2
31,10,2017,9,30,36,36,5.6,1.2
31,10,2017,10,0,36,36,5.6,1.2
31,10,2017,10,30,32,32,5.6,1.6
31,10,2017,11,0,30,30,11.1,1.6
31,10,2017,11,30,18,18,5.6,1
31,10,2017,11,30,29,29,11.1,1.6
31,10,2017,12,0,25,25,9.3,1.9
31,10,2017,12,30,25,25,7.4,1.9
31,10,2017,13,0,24,24,9.3,1.9
31,10,2017,13,30,22,22,9.3,1.9
31,10,2017,14,30,11,11,9.3,1
31,10,2017,14,30,17,17,7.4,1.9
31,10,2017,15,30,17,17,9.3,1.9
31,10,2017,16,0,16,16,5.6,1.9
31,10,2017,16,30,16,16,5.6,1.9
31,10,2017,17,0,18,18,3.7,1.9
31,10,2017,17,30,19,19,1.9,1
31,10,2017,17,30,20,20,1.9,1.9
31,10,2017,18,0,25,25,0,1.9
31,10,2017,18,30,28,28,0,1.9
31,10,2017,19,0,32,32,0,1.9
31,10,2017,19,30,32,32,0,1.9
31,10,2017,20,0,38,38,0,1.9
31,10,2017,20,30,36,36,0,1
31,10,2017,20,30,34,34,0,1.9
31,10,2017,21,0,34,34,0,1.9
31,10,2017,21,30,30,30,5.6,1.9
31,10,2017,22,0,32,32,0,1.9
31,10,2017,22,30,36,36,0,1.9
31,10,2017,23,0,38,38,0,1.9
1,11,2017,0,30,43,43,0,1.9
1,11,2017,1,0,46,46,5.6,1.9
1,11,2017,2,0,46,46,0,1.9
1,11,2017,2,30,40,40,0,1
1,11,2017,2,30,46,46,1.9,1.9
1,11,2017,3,0,46,46,5.6,1.9
1,11,2017,3,30,49,49,0,1.9
1,11,2017,5,0,49,49,0,1.9
1,11,2017,5,30,57,57,0,1
1,11,2017,5,30,49,49,0,1.9
1,11,2017,7,0,52,52,0,1.2
1,11,2017,7,30,49,49,1.9,1.2
1,11,2017,8,0,40,40,5.6,1.2
1,11,2017,8,30,36,36,0,1
1,11,2017,9,0,30,30,0,1.2
1,11,2017,9,30,25,25,0,1.9
1,11,2017,10,0,25,25,0,1.9
1,11,2017,10,30,23,23,5.6,1.9
1,11,2017,11,0,22,22,7.4,1.9
1,11,2017,11,30,18,18,9.3,1
1,11,2017,11,30,21,21,9.3,1.9
1,11,2017,12,0,19,19,9.3,1.9
1,11,2017,12,30,16,16,13,1.9
1,11,2017,13,30,14,14,9.3,2.2
1,11,2017,14,30,7,7,9.3,1
1,11,2017,14,30,13,13,9.3,2.5
1,11,2017,15,0,14,14,7.4,2.5
1,11,2017,15,30,13,13,7.4,2.5
1,11,2017,16,0,13,13,5.6,2.5
1,11,2017,16,30,13,13,7.4,2.5
1,11,2017,17,30,13,13,5.6,1
1,11,2017,17,30,16,16,3.7,2.5
1,11,2017,18,0,19,19,5.6,2.2
1,11,2017,18,30,24,24,0,1.9
1,11,2017,19,30,29,29,0,1.9
1,11,2017,20,0,26,26,5.6,1.9
1,11,2017,20,30,19,19,0,1
1,11,2017,20,30,31,31,0,1.9
1,11,2017,21,0,29,29,0,1.9
1,11,2017,21,30,34,34,0,1.9
1,11,2017,22,30,31,31,7.4,1.9
1,11,2017,23,0,24,24,5.6,1.9
1,11,2017,23,30,20,20,0,1
2,11,2017,0,30,38,38,0,1.9
2,11,2017,1,0,40,40,0,1.9
2,11,2017,1,30,43,43,0,1.9
2,11,2017,2,0,43,43,0,1.9
2,11,2017,2,30,36,36,0,1
2,11,2017,2,30,46,46,0,1.9
2,11,2017,3,0,46,46,0,1.9
2,11,2017,3,30,43,43,0,1.9
2,11,2017,4,0,49,49,0,1.9
2,11,2017,4,30,49,49,0,1.9
2,11,2017,5,0,49,49,0,1.9
2,11,2017,5,30,58,58,0,1
2,11,2017,5,30,49,49,0,1.9
2,11,2017,6,30,49,49,0,1.2
2,11,2017,7,0,49,49,0,1.2
2,11,2017,7,30,46,46,0,1.2
2,11,2017,8,0,38,38,0,1.2
2,11,2017,8,30,24,24,0,1
2,11,2017,9,30,23,23,0,1.2
2,11,2017,10,0,20,20,0,1.9
2,11,2017,11,30,18,18,0,1
2,11,2017,11,30,18,18,0,1.9
2,11,2017,12,30,15,15,13,1.9
2,11,2017,13,0,15,15,11.1,1.9
2,11,2017,13,30,15,15,11.1,1.9
2,11,2017,14,0,15,15,11.1,1.9
2,11,2017,14,30,9,9,9.3,2
2,11,2017,14,30,15,15,13,2.5
2,11,2017,15,0,14,14,16.7,2.5
2,11,2017,15,30,15,15,11.1,3.1
2,11,2017,16,0,14,14,11.1,3.1
2,11,2017,16,30,14,14,11.1,3.1
2,11,2017,17,0,15,15,11.1,3.1
2,11,2017,17,30,10,10,7.4,2
2,11,2017,17,30,17,17,7.4,2.5
2,11,2017,18,30,20,20,5.6,2.2
2,11,2017,19,0,22,22,5.6,2.2
2,11,2017,19,30,23,23,5.6,1.9
2,11,2017,20,0,25,25,0,1.9
2,11,2017,20,30,35,35,0,1
2,11,2017,20,30,26,26,0,1.9
2,11,2017,21,0,26,26,0,1.9
2,11,2017,21,30,26,26,0,1.9
2,11,2017,22,0,28,28,0,1.9
2,11,2017,22,30,29,29,0,1.9
2,11,2017,23,30,35,35,0,1
3,11,2017,0,0,35,35,0,1.9
3,11,2017,0,30,38,38,0,1.9
3,11,2017,1,0,33,33,0,1.9
3,11,2017,2,30,28,28,0,1
3,11,2017,2,30,35,35,0,1.9
3,11,2017,3,30,40,40,0,1.9
3,11,2017,5,0,43,43,0,1.9
3,11,2017,5,30,53,53,0,1
3,11,2017,5,30,46,46,0,1.9
3,11,2017,6,0,46,46,0,1.9
3,11,2017,6,30,49,49,0,1.2
3,11,2017,7,0,49,49,0,1.2
3,11,2017,8,0,49,49,1.9,1.2
3,11,2017,8,30,50,50,0,1
3,11,2017,8,30,44,44,0,1.2
3,11,2017,9,0,44,44,0,1.2
3,11,2017,9,30,42,42,3.7,1.2
3,11,2017,10,0,45,45,0,1.2
3,11,2017,10,30,37,37,5.6,1.2
3,11,2017,11,0,31,31,1.9,1.2
3,11,2017,11,30,20,20,9.3,1
3,11,2017,11,30,29,29,7.4,1.2
3,11,2017,12,0,27,27,5.6,1.6
3,11,2017,12,30,24,24,5.6,1.6
3,11,2017,13,0,21,21,7.4,2.2
3,11,2017,13,30,17,17,13,2.2
3,11,2017,14,0,16,16,11.1,2.5
3,11,2017,14,30,8,8,7.4,2
3,11,2017,14,30,14,14,11.1,2.5
3,11,2017,15,0,15,15,5.6,2.5
3,11,2017,16,0,16,16,9.3,2.5
3,11,2017,16,30,15,15,11.1,2.5
3,11,2017,17,30,10,10,3.7,2
3,11,2017,17,30,18,18,0,2.5
3,11,2017,18,0,20,20,0,2.5
3,11,2017,18,30,26,26,0,1.9
3,11,2017,19,0,30,30,0,1.9
3,11,2017,19,30,26,26,5.6,1.9
3,11,2017,20,0,26,26,5.6,1.9
3,11,2017,20,30,28,28,0,1
3,11,2017,20,30,26,26,0,1.9
3,11,2017,21,0,28,28,0,1.9
3,11,2017,21,30,26,26,0,1.9
3,11,2017,22,0,29,29,0,1.9
3,11,2017,22,30,34,34,0,1.9
3,11,2017,23,0,34,34,0,1.9
3,11,2017,23,30,28,28,0,1
4,11,2017,0,0,39,39,0,1.9
4,11,2017,1,0,39,39,0,1.9
4,11,2017,2,0,44,44,5.6,1.9
4,11,2017,2,30,36,36,5.6,1
4,11,2017,2,30,46,46,5.6,1.9
4,11,2017,3,0,46,46,3.7,1.9
4,11,2017,4,0,49,49,1.9,1.9
4,11,2017,5,30,41,41,0,1
4,11,2017,5,30,53,53,0,1.9
4,11,2017,7,0,60,60,0,1.2
4,11,2017,7,30,60,60,5.6,1.2
4,11,2017,8,0,57,57,0,1.2
4,11,2017,8,30,49,49,5.6,1
4,11,2017,9,0,50,50,11.1,1.6
4,11,2017,9,30,47,47,11.1,1.6
4,11,2017,10,30,39,39,7.4,1.6
4,11,2017,11,0,37,37,5.6,1.6
4,11,2017,11,30,24,24,5.6,1
4,11,2017,11,30,33,33,7.4,1.6
4,11,2017,12,0,31,31,7.4,1.6
4,11,2017,12,30,29,29,7.4,1.6
4,11,2017,13,0,29,29,7.4,1.6
4,11,2017,14,0,29,29,9.3,1.9
4,11,2017,14,30,20,20,7.4,1
4,11,2017,14,30,31,31,9.3,1.9
4,11,2017,15,0,31,31,11.1,1.9
4,11,2017,15,30,31,31,11.1,1.9
4,11,2017,16,0,29,29,11.1,1.9
4,11,2017,16,30,30,30,9.3,1.9
4,11,2017,17,0,30,30,7.4,1.9
4,11,2017,17,30,24,24,5.6,1
4,11,2017,17,30,37,37,5.6,1.6
4,11,2017,19,0,39,39,0,1.6
4,11,2017,19,30,44,44,9.3,1.6
4,11,2017,20,0,44,44,7.4,1.6
4,11,2017,20,30,37,37,7.4,1
4,11,2017,21,0,47,47,9.3,1.6
4,11,2017,21,30,50,50,11.1,1.6
4,11,2017,22,30,53,53,11.1,1.6
4,11,2017,23,30,48,48,9.3,1
5,11,2017,0,0,57,57,9.3,1.6
5,11,2017,0,30,57,57,11.1,1.6
5,11,2017,2,0,57,57,9.3,1.6
5,11,2017,2,30,50,50,9.3,1
5,11,2017,2,30,57,57,9.3,1.6
5,11,2017,3,0,57,57,9.3,1.6
5,11,2017,3,30,60,60,9.3,1.6
5,11,2017,4,30,60,60,7.4,1.6
5,11,2017,5,30,52,52,7.4,1
5,11,2017,5,30,60,60,7.4,1.6
5,11,2017,6,0,64,64,5.6,1.6
5,11,2017,6,30,64,64,9.3,1.6
5,11,2017,7,0,64,64,7.4,1.2
5,11,2017,7,30,68,68,5.6,1.2
5,11,2017,8,0,61,61,9.3,1.2
5,11,2017,8,30,61,61,9.3,1
5,11,2017,8,30,61,61,11.1,1.2
5,11,2017,9,0,57,57,11.1,1.2
5,11,2017,9,30,50,50,11.1,1.2
5,11,2017,11,0,42,42,9.3,1.2
5,11,2017,11,30,30,30,9.3,1
5,11,2017,12,0,32,32,9.3,1.9
5,11,2017,12,30,30,30,7.4,1.9
5,11,2017,13,0,33,33,5.6,3.1
5,11,2017,13,30,30,30,5.6,3.1
5,11,2017,14,0,27,27,5.6,3.1
5,11,2017,14,30,19,19,7.4,2
5,11,2017,14,30,29,29,9.3,3.1
5,11,2017,15,0,29,29,7.4,3.1
5,11,2017,15,30,29,29,9.3,3.1
5,11,2017,16,0,27,27,5.6,3.1
5,11,2017,16,30,27,27,9.3,3.1
5,11,2017,17,30,24,24,5.6,1
5,11,2017,17,30,30,30,3.7,1.9
5,11,2017,18,0,34,34,0,1.9
5,11,2017,19,0,41,41,0,1.9
5,11,2017,19,30,44,44,0,1.9
5,11,2017,20,0,47,47,1.9,1.9
5,11,2017,20,30,37,37,0,1
5,11,2017,20,30,50,50,1.9,1.9
5,11,2017,21,0,50,50,0,1.9
5,11,2017,22,30,50,50,0,1.9
5,11,2017,23,0,50,50,0,1.9
5,11,2017,23,30,42,42,0,1
6,11,2017,0,0,53,53,0,1.9
6,11,2017,1,0,53,53,0,1.9
6,11,2017,1,30,53,53,0,1.9
6,11,2017,2,0,60,60,0,1.9
6,11,2017,2,30,43,43,0,1
6,11,2017,2,30,56,56,0,1.9
6,11,2017,3,0,53,53,0,1.9
6,11,2017,3,30,53,53,0,1.9
6,11,2017,4,0,53,53,0,1.9
6,11,2017,5,30,62,62,0,1
6,11,2017,5,30,60,60,0,1.9
6,11,2017,6,0,64,64,0,1.9
6,11,2017,6,30,64,64,0,1.6
6,11,2017,7,0,68,68,1.9,1.2
6,11,2017,7,30,64,64,1.9,1.2
6,11,2017,8,0,60,60,0,1.2
6,11,2017,8,30,43,43,0,1
6,11,2017,8,30,53,53,1.9,1.2
6,11,2017,9,0,44,44,1.9,1.2
6,11,2017,9,30,47,47,0,1.2
6,11,2017,10,0,42,42,3.7,1.2
6,11,2017,10,30,39,39,1.9,1.2
6,11,2017,11,0,37,37,7.4,1.2
6,11,2017,11,30,22,22,3.7,1
6,11,2017,11,30,32,32,7.4,1.2
6,11,2017,12,0,30,30,5.6,1.2
6,11,2017,12,30,29,29,7.4,1.2
6,11,2017,13,0,29,29,9.3,1.2
6,11,2017,14,0,27,27,7.4,1.6
6,11,2017,14,30,17,17,3.7,1
6,11,2017,14,30,25,25,1.9,1.9
6,11,2017,15,0,27,27,5.6,1.9
6,11,2017,15,30,25,25,7.4,1.9
6,11,2017,16,30,25,25,3.7,1.9
6,11,2017,17,30,21,21,0,1
6,11,2017,18,0,36,36,0,1.2
6,11,2017,19,0,39,39,0,1.2
6,11,2017,19,30,41,41,0,1.2
6,11,2017,20,0,47,47,0,1.2
6,11,2017,20,30,47,47,0,1
6,11,2017,20,30,47,47,0,1.2
6,11,2017,21,30,53,53,0,1.2
6,11,2017,22,30,49,49,5.6,1.2
6,11,2017,23,0,50,50,0,1.2
6,11,2017,23,30,55,55,0,1
7,11,2017,0,30,49,49,0,1.2
7,11,2017,1,0,52,52,0,1.2
7,11,2017,2,0,52,52,1.9,1.2
7,11,2017,2,30,43,43,0,1
7,11,2017,4,0,56,56,0,1.2
7,11,2017,5,0,59,59,0,1.2
7,11,2017,5,30,61,61,0,1
7,11,2017,5,30,56,56,0,1.2
7,11,2017,7,0,63,63,0,1.2
7,11,2017,7,30,59,59,0,1.2
7,11,2017,8,0,56,56,0,1.2
7,11,2017,8,30,49,49,0,1
7,11,2017,9,0,39,39,0,1.2
7,11,2017,9,30,34,34,0,1.6
7,11,2017,10,30,30,30,0,1.6
7,11,2017,11,30,17,17,0,1
7,11,2017,12,0,27,27,7.4,1.9
7,11,2017,13,0,23,23,5.6,1.9
7,11,2017,13,30,23,23,9.3,2.5
7,11,2017,14,0,21,21,7.4,2.5
7,11,2017,14,30,13,13,5.6,2
7,11,2017,14,30,21,21,7.4,2.5
7,11,2017,15,30,21,21,5.6,2.5
7,11,2017,16,0,21,21,3.7,2.5
7,11,2017,17,30,14,14,0,1
7,11,2017,17,30,23,23,0,1.9
7,11,2017,19,0,38,38,0,1.2
7,11,2017,19,30,38,38,0,1.2
7,11,2017,20,0,41,41,0,1.2
7,11,2017,20,30,26,26,0,1
7,11,2017,21,0,43,43,0,1.2
7,11,2017,21,30,43,43,0,1.2
7,11,2017,22,0,41,41,0,1.2
7,11,2017,23,0,43,43,0,1.2
8,11,2017,0,0,46,46,0,1.2
8,11,2017,2,30,33,33,0,1
8,11,2017,2,30,43,43,0,1.2
8,11,2017,3,30,49,49,0,1.2
8,11,2017,4,0,52,52,0,1.2
8,11,2017,4,30,49,49,0,1.2
8,11,2017,5,0,52,52,0,1.2
8,11,2017,5,30,46,46,0,1
8,11,2017,5,30,56,56,0,1.2
8,11,2017,6,0,56,56,0,1.2
8,11,2017,6,30,52,52,0,1.2
8,11,2017,7,30,56,56,0,1.1
8,11,2017,8,0,49,49,0,1.1
8,11,2017,8,30,33,33,0,1
8,11,2017,9,0,36,36,7.4,1.1
8,11,2017,9,30,32,32,11.1,1.1
8,11,2017,10,0,30,30,9.3,1.2
8,11,2017,10,30,28,28,7.4,1.2
8,11,2017,11,30,18,18,0,1
8,11,2017,11,30,25,25,1.9,1.6
8,11,2017,12,0,23,23,1.9,1.6
8,11,2017,12,30,22,22,5.6,1.9
8,11,2017,13,0,20,20,9.3,1.9
8,11,2017,13,30,18,18,9.3,1.9
8,11,2017,14,0,17,17,0,1.9
8,11,2017,14,30,11,11,0,1
8,11,2017,14,30,17,17,3.7,1.9
8,11,2017,15,0,15,15,0,1.9
8,11,2017,15,30,15,15,1.9,1.9
8,11,2017,16,30,17,17,1.9,1.9
8,11,2017,17,30,13,13,0,1
8,11,2017,18,0,24,24,0,1.9
8,11,2017,18,30,29,29,0,1.9
8,11,2017,19,0,29,29,0,1.9
8,11,2017,19,30,34,34,0,1.9
8,11,2017,20,0,36,36,0,1.6
8,11,2017,20,30,32,32,0,1
8,11,2017,20,30,41,41,0,1.6
8,11,2017,21,0,38,38,0,1.6
8,11,2017,21,30,41,41,0,1.6
8,11,2017,22,0,38,38,0,1.6
8,11,2017,22,30,43,43,0,1.6
8,11,2017,23,0,41,41,0,1.6
8,11,2017,23,30,35,35,0,1
9,11,2017,0,0,46,46,0,1.6
9,11,2017,0,30,46,46,0,1.6
9,11,2017,1,0,43,43,0,1.6
9,11,2017,1,30,38,38,0,1.6
9,11,2017,2,30,44,44,0,1
9,11,2017,2,30,43,43,0,1.6
9,11,2017,3,0,49,49,0,1.6
9,11,2017,3,30,43,43,0,1.6
9,11,2017,4,0,43,43,0,1.6
9,11,2017,5,0,49,49,0,1.6
9,11,2017,5,30,39,39,0,1
9,11,2017,5,30,49,49,0,1.6
9,11,2017,6,0,52,52,0,1.6
9,11,2017,6,30,49,49,0,1.6
9,11,2017,7,0,49,49,0,1.2
9,11,2017,7,30,52,52,0,1.2
9,11,2017,8,0,40,40,0,1.2
9,11,2017,8,30,38,38,0,1
9,11,2017,8,30,38,38,0,1.2
9,11,2017,9,0,31,31,7.4,1.2
9,11,2017,9,30,26,26,9.3,1.2
9,11,2017,10,0,26,26,9.3,1.2
9,11,2017,10,30,28,28,9.3,1.6
9,11,2017,11,0,25,25,5.6,1.6
9,11,2017,11,30,100,100,7.4,1
9,11,2017,12,0,22,22,7.4,1.9
9,11,2017,12,30,22,22,5.6,1.9
9,11,2017,13,0,18,18,5.6,1.9
9,11,2017,13,30,18,18,1.9,1.9
9,11,2017,14,0,18,18,5.6,1.9
9,11,2017,14,30,13,13,3.7,1
9,11,2017,14,30,18,18,0,1.9
9,11,2017,15,0,17,17,7.4,1.9
9,11,2017,15,30,17,17,7.4,1.9
9,11,2017,17,0,18,18,1.9,1.9
9,11,2017,17,30,15,15,0,1
9,11,2017,18,0,28,28,1.9,1.6
9,11,2017,18,30,36,36,0,1.6
9,11,2017,19,0,34,34,0,1.6
9,11,2017,19,30,36,36,0,1.6
9,11,2017,20,0,41,41,0,1.6
9,11,2017,20,30,32,32,0,1
9,11,2017,20,30,43,43,0,1.6
9,11,2017,21,0,43,43,0,1.6
9,11,2017,22,30,35,35,1.9,1.6
9,11,2017,23,30,30,30,0,1
10,11,2017,0,0,43,43,0,1.6
10,11,2017,0,30,43,43,0,1.6
10,11,2017,1,0,40,40,0,1.6
10,11,2017,1,30,N/A,N/A,3.7,0.9
10,11,2017,2,0,43,43,0,1.6
10,11,2017,2,30,29,29,0,1
10,11,2017,5,0,43,43,0,1.2
10,11,2017,5,30,36,36,0,1
10,11,2017,5,30,43,43,0,1.2
10,11,2017,6,0,49,49,0,1.2
10,11,2017,6,30,49,49,0,1.2
10,11,2017,7,0,52,52,0,1.1
10,11,2017,7,30,52,52,0,0.9
10,11,2017,8,0,49,49,0,0.7
10,11,2017,8,30,44,44,0,1
10,11,2017,8,30,43,43,0,0.7
10,11,2017,9,0,34,34,0,0.7
10,11,2017,9,30,29,29,0,0.9
10,11,2017,10,0,24,24,0,1.2
10,11,2017,11,0,20,20,0,1.6
10,11,2017,11,30,15,15,0,1
10,11,2017,12,0,20,20,1.9,1.6
10,11,2017,13,0,18,18,1.9,1.6
10,11,2017,13,30,18,18,1.9,1.6
10,11,2017,14,0,18,18,3.7,1.6
10,11,2017,14,30,10,10,3.7,1
10,11,2017,14,30,18,18,5.6,1.6
10,11,2017,15,0,18,18,9.3,1.9
10,11,2017,15,30,17,17,3.7,1.9
10,11,2017,16,0,17,17,1.9,1.9
10,11,2017,16,30,18,18,0,1.9
10,11,2017,17,0,19,19,0,1.9
10,11,2017,17,30,21,21,0,1
10,11,2017,18,0,26,26,0,1.2
10,11,2017,18,30,29,29,0,1.2
10,11,2017,19,0,34,34,0,1.2
10,11,2017,19,30,34,34,0,1.2
10,11,2017,20,30,37,37,0,1
10,11,2017,20,30,38,38,0,1.2
10,11,2017,21,0,41,41,0,1.2
10,11,2017,21,30,35,35,0,1.2
