Date,Time,solar_output,temperature,humidity,wind_speed,visibility,serial
23-10-16,11:30,23.66699,31,24,7.4,4,12
23-10-16,12:00,24.12158,32,29,13,6,13
23-10-16,12:30,23.99639,32.7,27.5,13.89,6,14
23-10-16,13:00,23.13966,33,26,14.8,6,15
23-10-16,13:30,22.54518,33,24.5,16.71,6,16
23-10-16,14:00,21.10456,33,23,18.5,6,17
23-10-16,14:30,19.18182,34,14,11.1,4,18
23-10-16,15:00,16.40003,33,21,13,6,19
23-10-16,15:30,13.74165,33,21,13,6,20
23-10-16,16:00,10.34259,33,20,14.8,6,21
23-10-16,16:30,6.62874,33,21,13,6,22
23-10-16,17:00,3.19681,32,22,9.3,6,23
23-10-16,17:30,0.68357,32,15,9.3,4,24
23-10-16,18:00,0,30,27,7.4,5,25
24-10-16,6:00,0,24,44,5.6,4,1
24-10-16,6:30,0,24,44,5.6,4,2
24-10-16,7:00,1.03481,24,44,9.3,4,3
24-10-16,7:30,3.76728,24,47,9.3,4,4
24-10-16,8:00,7.99691,25,44,11.1,4,5
24-10-16,8:30,11.65653,26,34,9.3,4,6
24-10-16,9:00,14.84413,27,42,13,5,7
24-10-16,9:30,17.61985,28,39,13,5,8
24-10-16,10:00,19.99338,29,37,13,5,9
24-10-16,10:30,21.81989,29,37,13,5,10
24-10-16,11:00,23.206,30,35,13,5,11
24-10-16,11:30,23.80157,31,23,11.1,4,12
24-10-16,12:00,24.24136,31,31,16.7,6,13
24-10-16,12:30,23.19223,31,31,13,6,14
24-10-16,13:00,23.06623,32,26,14.8,6,15
24-10-16,13:30,21.81518,32,24.73,16.65,6,16
24-10-16,14:00,21.26475,32,24,18.5,6,17
24-10-16,14:30,20.787,33,14,9.3,4,18
24-10-16,15:00,17.24432,32,24,16.7,6,19
24-10-16,15:30,9.3712,32,25.33,18.92,6,20
24-10-16,16:00,10.39612,32,26,18.5,6,21
24-10-16,16:30,5.99421,32,26,13,6,22
24-10-16,17:00,1.67999,31,25,13,6,23
24-10-16,17:30,0.60741,31,18,11.1,4,24
24-10-16,18:00,0,29,30,9.3,4,25
25-10-16,6:00,0,24,44,13,5,1
25-10-16,6:30,0.00092,24,44,9.3,5,2
25-10-16,7:00,0.96256,23,47,9.3,5,3
25-10-16,7:30,3.48863,23,47,9.3,5,4
25-10-16,8:00,7.55542,24,47,11.1,5,5
25-10-16,8:30,11.14362,25,35,9.3,4,6
25-10-16,9:00,14.10143,26,42,11.1,5,7
25-10-16,9:30,16.80035,27,39,14.8,5,8
25-10-16,10:00,19.40031,27,39,14.8,5,9
25-10-16,10:30,21.12312,29,37,13,5,10
25-10-16,11:00,22.16386,29,37,14.8,5,11
25-10-16,11:30,23.14451,30,23,11.1,4,12
25-10-16,12:00,23.4543,30,33,13,5,13
25-10-16,12:30,23.45204,31,29,13,5,14
25-10-16,13:00,22.88018,31,29,13,5,15
25-10-16,13:30,22.14197,32,26,13,5,16
25-10-16,14:00,19.55605,32,26,14.8,5,17
25-10-16,14:30,18.58701,32,18,9.3,4,18
25-10-16,15:00,16.15114,32,26,14.8,5,19
25-10-16,15:30,13.72172,32,24,9.3,5,20
25-10-16,16:00,10.3837,32,24,9.3,5,21
25-10-16,16:30,6.59701,31.6,25.35,6.77,5,22
25-10-16,17:00,2.90778,31,27,5.6,5,23
25-10-16,17:30,0.51372,31,20,7.4,4,24
25-10-16,18:00,0,28,32,9.3,5,25
26-10-16,6:00,0,24,50,7.4,4,1
26-10-16,6:30,0,24,50.13,8.38,4,2
26-10-16,7:00,0.85826,24,50,9.3,4,3
26-10-16,7:30,3.40345,24,53,9.3,4,4
26-10-16,8:00,7.5526,26,47,9.3,4,5
26-10-16,8:30,11.3371,26,42,11.1,4,6
26-10-16,9:00,14.54248,28,42,11.1,5,7
26-10-16,9:30,16.90649,28,42,13,6,8
26-10-16,10:00,19.38306,29,40,11.1,6,9
26-10-16,10:30,20.66173,29.4,38.49,13.78,6,10
26-10-16,11:00,21.82557,30,37,14.8,6,11
26-10-16,11:30,22.48326,31,30,11.1,4,12
26-10-16,12:00,23.20821,32,31,7.4,6,13
26-10-16,12:30,22.42329,32,29,5.6,6,14
26-10-16,13:00,12.73004,32,22,11.1,6,15
26-10-16,13:30,17.25503,33,23,9.3,6,16
26-10-16,14:00,17.73868,33,21,9.3,6,17
26-10-16,14:30,5.69673,33,13,11.1,4,18
26-10-16,15:00,14.22096,33,21,13,6,19
26-10-16,15:30,13.55363,33,20.45,13.07,6,20
26-10-16,16:00,6.75586,33,20,11.1,6,21
26-10-16,16:30,6.19338,32.7,20.55,8.39,6,22
26-10-16,17:00,2.85477,32,21,5.6,6,23
26-10-16,17:30,0.54931,31,18,3.7,4,24
26-10-16,18:00,0,31,21,5.6,5,25
27-10-16,6:00,0,20,40,3.7,4,1
27-10-16,6:30,0,18.8,39.01,2.8,4,2
27-10-16,7:00,0.6183,20,37,1.9,4,3
27-10-16,7:30,3.72523,22.7,34.53,0.95,4,4
27-10-16,8:00,8.03915,25,32,0,4,5
27-10-16,8:30,11.60173,26,29,0,4,6
27-10-16,9:00,14.34218,29,23,3.7,4,7
27-10-16,9:30,16.80947,29,23,9.3,4,8
27-10-16,10:00,18.87321,30.1,22.51,8.71,4,9
27-10-16,10:30,20.94099,31,22,7.4,4,10
27-10-16,11:00,22.9961,31,24,7.4,5,11
27-10-16,11:30,22.46165,32,16,9.3,4,12
27-10-16,12:00,23.3429,32,13,9.3,5,13
27-10-16,12:30,22.99819,32,13,11.1,6,14
27-10-16,13:00,22.37156,33,10,7.4,6,15
27-10-16,13:30,21.16817,33,10,13,6,16
27-10-16,14:00,19.17938,33,11,11.1,6,17
27-10-16,14:30,17.46228,32,11,3.7,4,18
27-10-16,15:00,15.18092,33,10,11.1,6,19
27-10-16,15:30,11.46193,33,10,7.4,6,20
27-10-16,16:00,8.27417,33,12,9.3,6,21
27-10-16,16:30,5.06966,32,11,11.1,6,22
27-10-16,17:00,2.39202,32,11,11.1,6,23
27-10-16,17:30,0.44511,31,6,0,4,24
27-10-16,18:00,0,30,14,1.9,6,25
28-10-16,6:00,0,19,46,0,5,1
28-10-16,6:30,0,19,46,0,5,2
28-10-16,7:00,0.80496,19,46,0,3,3
28-10-16,7:30,3.0383,20,49,0,3,4
28-10-16,8:00,6.55967,23,47,0,3,5
28-10-16,8:30,10.25159,23,50,1.9,2,6
28-10-16,9:00,13.6494,27,32,0,2.5,7
28-10-16,9:30,16.36566,28,28,5.6,2.5,8
28-10-16,10:00,18.52477,29,29,7.4,2.5,9
28-10-16,10:30,19.32309,29,27,9.3,2.5,10
28-10-16,11:00,19.71981,30,25,9.3,3,11
28-10-16,11:30,19.29203,30,11,11.1,2,12
28-10-16,12:00,20.4847,31,18,9.3,4,13
28-10-16,12:30,21.29808,32,14,13,4,14
28-10-16,13:00,21.22808,32,15,11.1,5,15
28-10-16,13:30,20.25294,32,14.08,11.07,5.2,16
28-10-16,14:00,18.86564,32,12,11.1,5,17
28-10-16,14:30,17.45329,33,5,5.6,4,18
28-10-16,15:00,15.21377,33,9,11.1,5,19
28-10-16,15:30,11.86401,33,9.26,9.21,5,20
28-10-16,16:00,8.3354,33,10,7.4,5,21
28-10-16,16:30,5.4717,32,13,7.4,5,22
28-10-16,17:00,2.54681,32,14,3.7,5,23
28-10-16,17:30,0.49371,30,9,1.9,2,24
28-10-16,18:00,0,28,19,1.9,4,25
29-10-16,6:00,0,17,48,0,4,1
29-10-16,6:30,0,17,45,0,4,2
29-10-16,7:00,0.73825,17,48,0,4,3
29-10-16,7:30,2.91328,18.8,52.57,0,4,4
29-10-16,8:00,6.37652,21,49,0,4,5
29-10-16,8:30,10.02375,23,35,0,1,6
29-10-16,9:00,13.37299,27,21,7.4,3,7
29-10-16,9:30,16.08471,27,23,7.4,3,8
29-10-16,10:00,18.30705,28,23,5.6,3,9
29-10-16,10:30,19.86313,29,21.85,5.48,3,10
29-10-16,11:00,20.81799,30,20,5.6,3,11
29-10-16,11:30,21.72433,30,16,3.7,2,12
29-10-16,12:00,22.26166,31,17,7.4,4,13
29-10-16,12:30,22.03366,32,15.04,6.57,4,14
29-10-16,13:00,20.7747,33,13,5.6,4,15
29-10-16,13:30,18.86035,32.8,12.41,7.91,4,16
29-10-16,14:00,17.71888,32,12,9.3,4,17
29-10-16,14:30,16.00451,32,6,5.6,2,18
29-10-16,15:00,13.88994,33,12,3.7,5,19
29-10-16,15:30,10.83106,32,13,7.4,4,20
29-10-16,16:00,7.53867,32,13,5.6,5,21
29-10-16,16:30,4.43115,32,13,7.4,5,22
29-10-16,17:00,1.82394,31,17,5.6,5,23
29-10-16,17:30,0.3574,29,15,0,4,24
29-10-16,18:00,0,27,26,0,4,25
30-10-16,6:00,0,18,45,0,3,1
30-10-16,6:30,0,17.5,46.01,0,3,2
30-10-16,7:00,0.73383,18,45,0,3,3
30-10-16,7:30,2.83613,19,43,0,3,4
30-10-16,8:00,6.55975,22,50,0,3,5
30-10-16,8:30,10.22295,23,32,1.9,2,6
30-10-16,9:00,13.29099,26,26,7.4,3,7
30-10-16,9:30,15.87393,28,23,9.3,5,8
30-10-16,10:00,18.18292,29,22,5.6,5,9
30-10-16,10:30,19.76455,28,23,7.4,5,10
30-10-16,11:00,20.70745,29,22,7.4,5,11
30-10-16,11:30,21.30928,31,11,7.4,4,12
30-10-16,12:00,21.54771,31,17,7.4,5,13
30-10-16,12:30,21.73021,31,15,7.4,5,14
30-10-16,13:00,21.09411,32,12,7.4,5,15
30-10-16,13:30,17.55533,32,12,7.4,5,16
30-10-16,14:00,18.62827,32,12,11.1,5,17
30-10-16,14:30,17.67378,33,6,7.4,4,18
30-10-16,15:00,13.83519,32,12,9.3,5,19
30-10-16,15:30,10.9255,32,13,5.6,5,20
30-10-16,16:00,7.44882,32,12,9.3,5,21
30-10-16,16:30,2.4844,32,14,7.4,5,22
30-10-16,17:00,1.8542,31,16,5.6,5,23
30-10-16,17:30,0.34176,28,13,0,4,24
30-10-16,18:00,0,28,21,0,5,25
31-10-16,6:00,0,19,40,0,4,1
31-10-16,6:30,0,19,43,0,4,2
31-10-16,7:00,0.64722,18,45,5.6,4,3
31-10-16,7:30,2.59088,18,49,1.9,4,4
31-10-16,8:00,5.88173,21,46,1.9,4,5
31-10-16,8:30,9.38999,23,34,0,2,6
31-10-16,9:00,12.22808,26,30,9.3,3,7
31-10-16,9:30,14.86519,26,32,13,3,8
31-10-16,10:00,16.93903,27,30,9.3,3,9
31-10-16,10:30,18.6797,28,30,9.3,3,10
31-10-16,11:00,19.89514,29,27,9.3,3,11
31-10-16,11:30,20.76307,29,19,5.6,2,12
31-10-16,12:00,21.3392,30,25,7.4,3,13
31-10-16,12:30,19.87079,30,22.28,7.66,2.8,14
31-10-16,13:00,20.19586,30,20,7.4,3,15
31-10-16,13:30,20.21567,31,21,5.6,4,16
31-10-16,14:00,18.34866,31,19,7.4,5,17
31-10-16,14:30,15.59681,32,17,7.4,4,18
31-10-16,15:00,12.62159,32,16,5.6,5,19
31-10-16,15:30,10.12601,32,17,3.7,5,20
31-10-16,16:00,6.32372,31,17,3.7,5,21
31-10-16,16:30,3.07929,31,18,5.6,5,22
31-10-16,17:00,1.37054,30,20,5.6,5,23
31-10-16,17:30,0.29542,28,23,0,4,24
31-10-16,18:00,0,27,30,3.7,3,25
01-11-16,6:00,0,19,52,0,3,1
01-11-16,6:30,0,17,59,0,3,2
01-11-16,7:00,0.4772,17,63,0,3,3
01-11-16,7:30,1.7039,18,62.06,0,2.4,4
01-11-16,8:00,3.34649,19,60,0,1.5,5
01-11-16,8:30,5.66037,20,57,0,1.4,6
01-11-16,9:00,8.36268,25,39,1.9,2,7
01-11-16,9:30,11.07068,25.5,35.39,3.77,2,8
01-11-16,10:00,7.52937,26,34,5.6,2,9
01-11-16,10:30,14.96255,27,34,3.7,2.5,10
01-11-16,11:00,16.00297,27,32,5.6,2.5,11
01-11-16,11:30,16.25104,28,21,5.6,2,12
01-11-16,12:00,16.46863,28.8,20.22,6.17,2.1,13
01-11-16,12:30,18.34768,29.4,19.57,6.83,2.5,14
01-11-16,13:00,15.38949,30,19,7.4,2.5,15
01-11-16,13:30,14.90771,30.1,18.51,7.58,1.9,16
01-11-16,14:00,11.89084,30,18,7.4,1.2,17
01-11-16,14:30,10.09828,31,13,5.6,1,18
01-11-16,15:00,6.88484,30,18,7.4,2,19
01-11-16,15:30,5.13048,30.2,19.01,5.39,2.1,20
01-11-16,16:00,3.38619,30,20,3.7,2,21
01-11-16,16:30,2.0408,29,22.84,4.58,1.8,22
01-11-16,17:00,0.9138,28,26,5.6,1.5,23
01-11-16,17:30,0.14003,27,20,5.6,1,24
01-11-16,18:00,0,25,36,0,1.5,25
02-11-16,6:00,0,17,55,1.9,2,1
02-11-16,6:30,0,18,52,1.9,2,2
02-11-16,7:00,0.45768,17,59,5.6,1.5,3
02-11-16,7:30,1.71761,17,59,3.7,1.5,4
02-11-16,8:00,3.54144,19,56,0,1.5,5
02-11-16,8:30,5.99545,20,47,0,1,6
02-11-16,9:00,8.88497,24,41,0,1.5,7
02-11-16,9:30,11.28994,25,39,9.3,1.5,8
02-11-16,10:00,13.02098,26,34,9.3,1.5,9
02-11-16,10:30,15.61742,27,32,7.4,1.9,10
02-11-16,11:00,16.73057,28,26.24,7.4,2,11
02-11-16,11:30,18.67327,29,21,7.4,2,12
02-11-16,12:00,18.50551,29,27,7.4,2,13
02-11-16,12:30,17.19134,29.4,26.77,5.6,2,14
02-11-16,13:00,17.51714,30,25,11.1,3,15
02-11-16,13:30,15.8331,31,21,13,3,16
02-11-16,14:00,14.2276,30,23,11.1,3,17
02-11-16,14:30,12.82873,30,17,11.1,2,18
02-11-16,15:00,10.46968,30,22,11.1,3,19
02-11-16,15:30,7.4957,30.1,20.4,9.48,3,20
02-11-16,16:00,4.98184,30,20,7.4,3,21
02-11-16,16:30,2.92297,29,25,7.4,3,22
02-11-16,17:00,1.17772,28,28,5.6,2.5,23
02-11-16,17:30,0.17442,27,30,5.6,2,24
02-11-16,18:00,0,26,34,1.9,2.5,25
03-11-16,6:00,0,18,59,1.9,2,1
03-11-16,6:30,0,17,63,0,2,2
03-11-16,7:00,0.32288,17,63,7.4,1.3,3
03-11-16,7:30,1.3052,17,68,1.9,1.1,4
03-11-16,8:00,2.70014,17,72,5.6,0.8,5
03-11-16,8:30,4.68432,20,61,3.7,0.5,6
03-11-16,9:00,7.14585,24,47,0,0.8,7
03-11-16,9:30,9.22341,25.6,42.7,3.19,0.8,8
03-11-16,10:00,11.34314,26,42,7.4,0.8,9
03-11-16,10:30,12.82876,26,42,7.4,0.8,10
03-11-16,11:00,14.2547,27,39,9.3,0.8,11
03-11-16,11:30,15.88914,27,28,11.1,0.5,12
03-11-16,12:00,17.13889,28,32,9.3,1.5,13
03-11-16,12:30,15.88883,29,33,7.4,1.5,14
03-11-16,13:00,12.79855,29,30,5.6,1.5,15
03-11-16,13:30,11.46018,30,25,9.3,1.9,16
03-11-16,14:00,11.92062,31,24,9.3,1.9,17
03-11-16,14:30,11.53867,30,14,7.4,0.5,18
03-11-16,15:00,8.7016,30,27,9.3,1.8,19
03-11-16,15:30,6.11345,30,27,9.3,1.9,20
03-11-16,16:00,4.00666,29,27,9.3,2,21
03-11-16,16:30,1.67547,28,30,7.4,2,22
03-11-16,17:00,1.15088,27,32,7.4,2,23
03-11-16,17:30,0.19054,26,28,0,2,24
03-11-16,18:00,0,25,39,5.6,2,25
04-11-16,6:00,0,18,59,0,1.8,1
04-11-16,6:30,0,18,64,0,1.5,2
04-11-16,7:00,0.48625,18,59,0,1.5,3
04-11-16,7:30,2.09294,18.3,62.22,0,1.4,4
04-11-16,8:00,4.79363,19,64,0,1.2,5
04-11-16,8:30,7.93168,21,55,0,1,6
04-11-16,9:00,11.15283,25,41,1.9,1.3,7
04-11-16,9:30,14.11146,26,36,1.9,1.4,8
04-11-16,10:00,16.05778,27,34,5.6,1.5,9
04-11-16,10:30,17.9234,28,30,5.6,1.5,10
04-11-16,11:00,19.37321,28,30,5.6,1.5,11
04-11-16,11:30,20.75626,29,18,9.3,1,12
04-11-16,12:00,20.17309,29,25,7.4,2,13
04-11-16,12:30,21.35017,29,25,7.4,2,14
04-11-16,13:00,19.67412,29,25,3.7,2.5,15
04-11-16,13:30,17.79661,30,23,5.6,2.5,16
04-11-16,14:00,16.08348,30,23,3.7,3,17
04-11-16,14:30,11.31411,30,14,5.6,2,18
04-11-16,15:00,10.79349,30,23,7.4,3,19
04-11-16,15:30,7.75163,30,23,5.6,3,20
04-11-16,16:00,4.79427,29,25,5.6,3,21
04-11-16,16:30,2.94186,29,25,3.7,3,22
04-11-16,17:00,1.3614,29,25,3.7,3,23
04-11-16,17:30,0.2153,29,15,0,2,24
04-11-16,18:00,0,26,34,5.6,2,25
05-11-16,6:00,0,16,63,0,3,1
05-11-16,6:30,0,20,46,1.9,2,2
05-11-16,7:00,0.44158,19,49,0,3,3
05-11-16,7:30,1.76856,20,46,1.9,2,4
05-11-16,8:00,3.88596,21,43,3.7,2,5
05-11-16,8:30,6.81939,22,49,0,2,6
05-11-16,9:00,9.19627,25,34,0,2,7
05-11-16,9:30,11.73317,25.5,29.98,6.1,2.5,8
05-11-16,10:00,13.99437,26,28,11.1,3,9
05-11-16,10:30,15.84618,27,28,11.1,3,10
05-11-16,11:00,17.45466,28,26,11.1,3,11
05-11-16,11:30,18.49852,28,15,9.3,2,12
05-11-16,12:00,18.74375,29.1,16.91,9.3,2.5,13
05-11-16,12:30,19.72889,30,19,9.3,3,14
05-11-16,13:00,19.14593,30,19,9.3,3,15
05-11-16,13:30,18.85257,30,19,7.4,3,16
05-11-16,14:00,18.98641,31,16,11.1,3,17
05-11-16,14:30,15.8295,31,9,5.6,2,18
05-11-16,15:00,13.29583,31,16,11.1,3,19
05-11-16,15:30,9.91096,30.6,16.45,11.22,3,20
05-11-16,16:00,7.03284,30,17,9.3,3,21
05-11-16,16:30,3.92632,31,18,3.7,3,22
05-11-16,17:00,1.7222,30,18,5.6,3,23
05-11-16,17:30,0.26092,29,8,3.7,2,24
05-11-16,18:00,0,16.7,42.77,2.16,2.9,25
06-11-16,6:00,0,16,45,1.9,3,1
06-11-16,6:30,0,16,42,0,3,2
06-11-16,7:00,0.6526,16,45,0,3,3
06-11-16,7:30,2.95788,17,42,0,3,4
06-11-16,8:00,6.8404,19,46,0,3,5
06-11-16,8:30,10.6243,20,37,0,2,6
06-11-16,9:00,13.84808,24,34,5.6,1.8,7
06-11-16,9:30,16.45335,24,27,7.4,1.5,8
06-11-16,10:00,18.37723,26,23,5.6,2,9
06-11-16,10:30,20.16094,28,19,7.4,3,10
06-11-16,11:00,21.09705,29,18,9.3,3,11
06-11-16,11:30,21.00517,30,8,11.1,2,12
06-11-16,12:00,21.48691,30,15,7.4,5,13
06-11-16,12:30,22.20968,31,15,14.8,5,14
06-11-16,13:00,21.85862,31,15,14.8,5,15
06-11-16,13:30,20.80781,32,13,14.8,5,16
06-11-16,14:00,18.95665,32,12,16.7,5,17
06-11-16,14:30,17.93194,32,7,14.8,4,18
06-11-16,15:00,15.65233,32,10,18.5,5,19
06-11-16,15:30,12.79473,32,11,11.1,5,20
06-11-16,16:00,9.16669,32,11,11.1,5,21
06-11-16,16:30,5.59012,32,11,13,5,22
06-11-16,17:00,1.84108,30,13,9.3,5,23
06-11-16,17:30,0.26944,29,9,7.4,4,24
06-11-16,18:00,0,28,16,5.6,5,25
07-11-16,6:00,0,19,37,5.6,3,1
07-11-16,6:30,0,19,37,7.4,3,2
07-11-16,7:00,0.56627,20,33,7.4,3,3
07-11-16,7:30,3.01147,20,35,9.3,3,4
07-11-16,8:00,7.41103,22,29,11.1,3,5
07-11-16,8:30,11.48463,22,19,5.6,2,6
07-11-16,9:00,14.96717,24,22,11.1,4,7
07-11-16,9:30,17.86161,25,22,9.3,4,8
07-11-16,10:00,20.00811,26,21,11.1,5,9
07-11-16,10:30,21.44819,27,20,13,5,10
07-11-16,11:00,23.19229,27,23,13,5,11
07-11-16,11:30,23.58303,27,13,11.1,4,12
07-11-16,12:00,23.83911,29,19,16.7,5,13
07-11-16,12:30,23.20862,30,15,13,5,14
07-11-16,13:00,21.57298,30,15,13,5,15
07-11-16,13:30,22.04218,30,13,13,5,16
07-11-16,14:00,20.36805,30,13,14.8,5,17
07-11-16,14:30,18.41698,30,9,14.8,4,18
07-11-16,15:00,15.86864,31,14,11.1,5,19
07-11-16,15:30,12.24009,31,14,9.3,5,20
07-11-16,16:00,9.15894,30,13,13,5,21
07-11-16,16:30,5.35043,30,13,9.3,5,22
07-11-16,17:00,1.73717,29,16,1.9,5,23
07-11-16,17:30,0.22421,28,9,5.6,4,24
07-11-16,18:00,0,27,17,1.9,5,25
08-11-16,6:00,0,16,59,5.6,1.4,1
08-11-16,6:30,0,13.3,69.39,2.68,1.4,2
08-11-16,7:00,0.45743,14,67,0,1.3,3
08-11-16,7:30,2.2185,16.8,58,0.71,1.2,4
08-11-16,8:00,4.90174,19,49,1.9,1.2,5
08-11-16,8:30,8.18403,20,40,3.7,0.5,6
08-11-16,9:00,10.91256,22,43,5.6,0.9,7
08-11-16,9:30,14.0124,24,36,7.4,0.9,8
08-11-16,10:00,16.06,25,34,7.4,0.9,9
08-11-16,10:30,17.42568,28,23,3.7,1.2,10
08-11-16,11:00,18.49938,27,26,9.3,0.9,11
08-11-16,11:30,16.86211,28,14,7.4,1,12
08-11-16,12:00,18.28541,29,19,10.39,1.5,13
08-11-16,12:30,20.45824,29,18,13,1.5,14
08-11-16,13:00,19.68502,30,14,13,2,15
08-11-16,13:30,18.13617,30,15,14.8,2,16
08-11-16,14:00,18.7201,30,15,13,2,17
08-11-16,14:30,16.36614,30,8,11.1,1,18
08-11-16,15:00,13.73769,30,10,11.1,2.5,19
08-11-16,15:30,8.90596,30,12,9.3,2.5,20
08-11-16,16:00,5.49186,30,13,13,2.5,21
08-11-16,16:30,3.63649,29,15,7.4,2.5,22
08-11-16,17:00,1.40943,29,14,3.7,2.5,23
08-11-16,17:30,0.1796,28,10,3.7,1,24
08-11-16,18:00,0,26,18,1.9,2,25
09-11-16,6:00,0,16,45,0,2,1
09-11-16,6:30,0,16,45,0,2,2
09-11-16,7:00,0.56499,16,42,0,2,3
09-11-16,7:30,3.01838,17,39,5.6,1.5,4
09-11-16,8:00,7.48289,21,28,7.4,2,5
09-11-16,8:30,11.5363,22,18,3.7,2,6
09-11-16,9:00,14.90876,24,22,9.3,2.5,7
09-11-16,9:30,17.62038,26,20,7.4,3,8
09-11-16,10:00,19.71786,27,18,7.4,3,9
09-11-16,10:30,21.43518,28,16,7.4,3,10
09-11-16,11:00,22.78243,29,15,7.4,3,11
09-11-16,11:30,23.65046,29,8,7.4,2,12
09-11-16,12:00,25.00583,30,13,11.1,4,13
09-11-16,12:30,24.122,30,12,13,4,14
09-11-16,13:00,23.00171,30,12,13,4,15
09-11-16,13:30,22.72721,30,12,11.1,4,16
09-11-16,14:00,20.2662,31,11,9.3,5,17
09-11-16,14:30,19.38779,31,6,7.4,4,18
09-11-16,15:00,16.3553,31,12,7.4,5,19
09-11-16,15:30,12.83279,31,11.88,9.25,5,20
09-11-16,16:00,9.55649,31,12,11.1,5,21
09-11-16,16:30,5.67665,31,13,3.7,5,22
09-11-16,17:00,1.60754,30,14,5.6,5,23
09-11-16,17:30,0.22403,29,8,3.7,4,24
09-11-16,18:00,0,25,22,0,4,25
10-11-16,6:00,0,18,34,5.6,3,1
10-11-16,6:30,0,17.2,36,6.41,3.5,2
10-11-16,7:00,0.55237,18,37,5.6,4,3
10-11-16,7:30,3.60277,19.6,37.72,3.5,4.1,4
10-11-16,8:00,8.37376,21,38,1.9,4,5
10-11-16,8:30,12.18115,22,20,3.7,2,6
10-11-16,9:00,15.27385,24,29,9.3,4,7
10-11-16,9:30,17.58248,26,26,13,4,8
10-11-16,10:00,20.23191,26,26,13,4,9
10-11-16,10:30,22.00181,27,24,14.8,4,10
10-11-16,11:00,23.15553,28,21,16.7,4,11
10-11-16,11:30,23.20619,30,10,11.1,4,12
10-11-16,12:00,23.45612,30,18,11.1,4,13
10-11-16,12:30,23.78906,30,14,9.3,4,14
10-11-16,13:00,23.63421,31,14,11.1,4,15
10-11-16,13:30,22.36626,31,12,9.3,4,16
10-11-16,14:00,21.33868,31,12,13,5,17
10-11-16,14:30,19.56102,31,9,11.1,4,18
10-11-16,15:00,17.27219,32,12,7.4,5,19
10-11-16,15:30,14.66824,32.2,11.47,8.04,5,20
10-11-16,16:00,10.76754,32,11,9.3,5,21
10-11-16,16:30,6.83211,31,13,5.6,5,22
10-11-16,17:00,1.81385,31,11,7.4,5,23
10-11-16,17:30,0.24637,29,7,3.7,4,24
10-11-16,18:00,0,25,22,0,5,25
11-11-16,6:00,0,15,48,0,2.5,1
11-11-16,6:30,0,18,40,0,2.5,2
11-11-16,7:00,0.51422,17,45,0,2.5,3
11-11-16,7:30,3.21024,17,45,1.9,2.5,4
11-11-16,8:00,8.06499,20,46,0,2.5,5
11-11-16,8:30,11.9301,22,31,3.7,2,6
11-11-16,9:00,15.17233,24,31,1.9,2.5,7
11-11-16,9:30,17.59953,26,30,5.6,2.5,8
11-11-16,10:00,19.51344,28,21,3.7,2.5,9
11-11-16,10:30,21.01669,29,19.8,5.78,2.9,10
11-11-16,11:00,15.8171,29,19,7.4,3.5,11
11-11-16,11:30,22.52812,29,14,7.4,4,12
11-11-16,12:00,23.28617,30,18,7.4,4.5,13
11-11-16,12:30,21.77151,30,17,9.3,4.5,14
11-11-16,13:00,21.03733,30,13,9.3,5,15
11-11-16,13:30,20.02932,30,15,11.1,5,16
11-11-16,14:00,19.90429,18,45,9.3,5,17
11-11-16,14:30,18.13481,31,13,5.6,4,18
11-11-16,15:00,15.57059,31,14,5.6,5,19
11-11-16,15:30,13.15088,31,15,5.6,5,20
11-11-16,16:00,9.87241,30,14,9.3,5,21
11-11-16,16:30,5.90135,31,14,5.6,5,22
11-11-16,17:00,1.43432,30,15,3.7,5,23
11-11-16,17:30,0.18363,27,19,0,4,24
11-11-16,18:00,0,26,24,0,4,25
12-11-16,6:00,0,19,40,3.7,4,1
12-11-16,6:30,0,16.6,42.51,2.8,4,2
12-11-16,7:00,0.45788,17,42,1.9,4,3
12-11-16,7:30,2.43604,19,40,5.6,4,4
12-11-16,8:00,6.37578,21,38,5.6,4,5
12-11-16,8:30,10.20085,23,29,3.7,2,6
12-11-16,9:00,13.4422,25,26,7.4,3,7
12-11-16,9:30,16.18103,25.8,24.68,8.69,3,8
12-11-16,10:00,18.3993,26,24,9.3,3,9
12-11-16,10:30,15.22585,27,24,9.3,3,10
12-11-16,11:00,21.25003,27,24,9.3,3,11
12-11-16,11:30,21.99452,27,19,5.6,2,12
12-11-16,12:00,22.64255,28,23,9.3,3,13
12-11-16,12:30,21.89202,29,22,5.6,4,14
12-11-16,13:00,21.51345,29,19,9.3,4,15
12-11-16,13:30,20.95848,30,19,11.1,4,16
12-11-16,14:00,19.57739,30,19,11.1,4,17
12-11-16,14:30,16.96599,30,10,9.3,4,18
12-11-16,15:00,15.34297,30,18,11.1,4,19
12-11-16,15:30,12.20102,30,18,5.6,4,20
12-11-16,16:00,7.6821,30,18,7.4,4,21
12-11-16,16:30,4.85601,29.6,18.41,7.99,4,22
12-11-16,17:00,1.42324,29,19,7.4,4,23
12-11-16,17:30,0.1436,29,15,0,4,24
12-11-16,18:00,0,25,29,0,3,25
13-11-16,6:00,0,17,52,0,2.5,1
13-11-16,6:30,0,17,52,0,2.5,2
13-11-16,7:00,0.4075,16,52,3.7,3.5,3
13-11-16,7:30,2.12967,17,52,0,3.5,4
13-11-16,8:00,5.9391,19,52,0,3.5,5
